NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,Class_Num,CLASS_CATEGORY,SALE DATE-day,SALE DATE-month,SALE DATE-year
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1416,Residential," 200 EAST 66 STREET, D1704                 ",10065,1,0,1,0,1495,1951,2,Residential,2388042,2009-01-28,13,CONDOS ,28,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1439,Residential," 200 EAST 66 STREET, D0206                 ",10065,1,0,1,0,1134,1951,2,Residential,1242629,2009-07-20,13,CONDOS ,20,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1451,Residential," 200 EAST 66 STREET, D1506                 ",10065,1,0,1,0,1134,1951,2,Residential,1500000,2009-02-02,13,CONDOS ,2,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1493,Residential," 200 EAST 66 STREET, E2002                 ",10065,1,0,1,0,1078,1951,2,Residential,1576077,2009-05-07,13,CONDOS ,7,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1498,Residential," 200 EAST 66 STREET, E0503                 ",10065,1,0,1,0,919,1951,2,Residential,962246,2009-12-23,13,CONDOS ,23,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1499,Residential," 200 EAST 66 STREET, E0603                 ",10065,1,0,1,0,919,1951,2,Residential,1048797,2009-02-03,13,CONDOS ,3,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1500,Residential," 200 EAST 66 STREET, E0703                 ",10065,1,0,1,0,919,1951,2,Residential,1050000,2009-03-30,13,CONDOS ,30,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1501,Residential," 200 EAST 66 STREET, E0803                 ",10065,1,0,1,0,919,1951,2,Residential,1069162,2009-05-13,13,CONDOS ,13,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1502,Residential," 200 EAST 66 STREET, E0903                 ",10065,1,0,1,0,919,1951,2,Residential,1128160,2009-01-23,13,CONDOS ,23,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1548,Residential," 200 EAST 66 STREET, E1905                 ",10065,1,0,1,0,966,1951,2,Residential,1419452,2009-01-05,13,CONDOS ,5,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1552,Residential," 200 EAST 66 STREET, E0406                 ",10065,1,0,1,0,955,1951,2,Residential,1135348,2009-01-20,13,CONDOS ,20,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1555,Residential," 200 EAST 66 STREET, E0706                 ",10065,1,0,1,0,955,1951,2,Residential,1139421,2009-01-13,13,CONDOS ,13,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1565,Residential," 200 EAST 66 STREET, E1806                 ",10065,1,0,1,0,955,1951,2,Residential,995000,2009-07-24,13,CONDOS ,24,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1420,1581,Residential," 200 EAST 66 STREET, E1607                 ",10065,1,0,1,0,1705,1951,2,Residential,2571081,2009-03-16,13,CONDOS ,16,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1135,Residential," 200 EAST 69 STREET, 4B                    ",10021,1,0,1,0,931,1991,2,Residential,0,2009-08-02,13,CONDOS ,2,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1136,Residential," 200 EAST 69 STREET, 4C                    ",10021,1,0,1,0,431,1991,2,Residential,0,2009-08-02,13,CONDOS ,2,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1179,Residential," 200 EAST 69 STREET, 7G                    ",10021,1,0,1,0,684,1991,2,Residential,810000,2009-05-28,13,CONDOS ,28,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1180,Residential," 200 EAST 69 STREET, 7H                    ",10021,1,0,1,0,426,1991,2,Residential,0,2009-02-18,13,CONDOS ,18,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1203,Residential," 200 EAST 69 STREET, 9E                    ",10021,1,0,1,0,774,1991,2,Residential,988125,2009-03-31,13,CONDOS ,31,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1227,Residential," 200 EAST 69 STREET, 15D                   ",10021,1,0,1,0,874,1991,2,Residential,0,2009-12-12,13,CONDOS ,12,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1227,Residential," 200 EAST 69 STREET, 15D                   ",10021,1,0,1,0,874,1991,2,Residential,1230000,2009-06-10,13,CONDOS ,10,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1273,Residential," 200 EAST 69 STREET, 28A                   ",10021,1,0,1,0,1401,1991,2,Residential,2270000,2009-12-17,13,CONDOS ,17,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1281,Residential," 200 EAST 69 STREET, 30C                   ",10021,1,0,1,0,1958,1991,2,Residential,3500000,2009-06-17,13,CONDOS ,17,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1301,Residential," 200 EAST 69 STREET, 37B                   ",10021,1,0,1,0,2057,1991,2,Residential,3825000,2009-10-29,13,CONDOS ,29,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1302,Residential," 200 EAST 69 STREET, 38A                   ",10021,1,0,1,0,2430,1991,2,Residential,4150000,2009-06-22,13,CONDOS ,22,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1314,Residential," 200 EAST 69 STREET, 44A                   ",10021,1,0,1,0,2185,1991,2,Residential,5165000,2009-04-23,13,CONDOS ,23,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1318,Residential," 200 EAST 69 STREET, 46A                   ",10021,1,0,1,0,2185,1991,2,Residential,5200000,2009-10-27,13,CONDOS ,27,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1408,Residential," 205 EAST 68 STREET, T6B                   ",10065,1,0,1,0,465,1991,2,Residential,500000,2009-01-22,13,CONDOS ,22,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1413,Residential," 205 EAST 68 STREET, T6G                   ",10065,1,0,1,0,656,1991,2,Residential,0,2009-01-16,13,CONDOS ,16,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1423,1414,Residential," 205 EAST 68 STREET, T6H                   ",10065,1,0,1,0,744,1991,2,Residential,669600,2009-08-26,13,CONDOS ,26,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1104,Residential," 255 EAST 74 STREET, 3A                    ",10021,1,0,1,0,3433,2007,2,Residential,4643220,2009-03-18,13,CONDOS ,18,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1105,Residential," 255 EAST 74 STREET, 3C                    ",10021,1,0,1,0,1373,2007,2,Residential,1705568,2009-06-29,13,CONDOS ,29,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1106,Residential," 255 EAST 74 STREET, 3D                    ",10021,1,0,1,0,434,2007,2,Residential,509125,2009-10-08,13,CONDOS ,8,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1109,Residential," 255 EAST 74 STREET, 4C                    ",10021,1,0,1,0,3243,2007,2,Residential,3894806,2009-12-15,13,CONDOS ,15,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1110,Residential," 255 EAST 74 STREET, 4E                    ",10021,1,0,1,0,1618,2007,2,Residential,1985587,2009-03-02,13,CONDOS ,2,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1111,Residential," 255 EAST 74 STREET, 4F                    ",10021,1,0,1,0,951,2007,2,Residential,1252447,2009-03-12,13,CONDOS ,12,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1112,Residential," 255 EAST 74 STREET, 5A                    ",10021,1,0,1,0,2284,2007,2,Residential,3385681,2009-04-15,13,CONDOS ,15,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1120,Residential," 255 EAST 74 STREET, 6B                    ",10021,1,0,1,0,1230,2007,2,Residential,1252447,2009-03-03,13,CONDOS ,3,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1123,Residential," 255 EAST 74 STREET, 7A                    ",10021,1,0,1,0,2345,2007,2,Residential,4607581,2009-02-11,13,CONDOS ,11,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1124,Residential," 255 EAST 74 STREET, 7B                    ",10021,1,0,1,0,1921,2007,2,Residential,3961605,2009-02-27,13,CONDOS ,27,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1125,Residential," 255 EAST 74 STREET, 7C                    ",10021,1,0,1,0,1825,2007,2,Residential,3665700,2009-03-04,13,CONDOS ,4,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1126,Residential," 255 EAST 74 STREET, 8A                    ",10021,1,0,1,0,2345,2007,2,Residential,4144277,2009-01-15,13,CONDOS ,15,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1128,Residential," 255 EAST 74 STREET, 8C                    ",10021,1,0,1,0,1825,2007,2,Residential,2774731,2009-05-07,13,CONDOS ,7,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1130,Residential," 255 EAST 74 STREET, 9B                    ",10021,1,0,1,0,1921,2007,2,Residential,2647450,2009-04-20,13,CONDOS ,20,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1132,Residential," 255 EAST 74 STREET, 10A                   ",10021,1,0,1,0,2345,2007,2,Residential,3655517,2009-07-15,13,CONDOS ,15,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1134,Residential," 255 EAST 74 STREET, 10C                   ",10021,1,0,1,0,1825,2007,2,Residential,2876556,2009-01-23,13,CONDOS ,23,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1136,Residential," 255 EAST 74 STREET, 11B                   ",10021,1,0,1,0,1576,2007,2,Residential,2140000,2009-05-14,13,CONDOS ,14,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1137,Residential," 255 EAST 74 STREET, 11C                   ",10021,1,0,1,0,2054,2007,2,Residential,3843893,2009-01-07,13,CONDOS ,7,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1139,Residential," 255 EAST 74 STREET, 12C                   ",10021,1,0,1,0,2054,2007,2,Residential,3677207,2009-01-12,13,CONDOS ,12,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1145,Residential," 255 EAST 74 STREET, 15C                   ",10021,1,0,1,0,2054,2007,2,Residential,3548601,2009-01-21,13,CONDOS ,21,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1146,Residential," 255 EAST 74 STREET, 16A                   ",10021,1,0,1,0,2328,2007,2,Residential,4205372,2009-03-16,13,CONDOS ,16,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1147,Residential," 255 EAST 74 STREET, 16B                   ",10021,1,0,1,0,1554,2007,2,Residential,2336883,2009-01-13,13,CONDOS ,13,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1149,Residential," 255 EAST 74 STREET, 17A                   ",10021,1,0,1,0,2328,2007,2,Residential,4673767,2009-02-27,13,CONDOS ,27,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1151,Residential," 255 EAST 74 STREET, 17C                   ",10021,1,0,1,0,2054,2007,2,Residential,3518053,2009-02-05,13,CONDOS ,5,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1154,Residential," 255 EAST 74 STREET, 18C                   ",10021,1,0,1,0,2054,2007,2,Residential,3904988,2009-02-26,13,CONDOS ,26,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1156,Residential," 255 EAST 74 STREET, 19B                   ",10021,1,0,1,0,1554,2007,2,Residential,0,2009-12-16,13,CONDOS ,16,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1156,Residential," 255 EAST 74 STREET, 19B                   ",10021,1,0,1,0,1554,2007,2,Residential,2520168,2009-01-28,13,CONDOS ,28,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1157,Residential," 255 EAST 74 STREET, 19C                   ",10021,1,0,1,0,2054,2007,2,Residential,4022087,2009-02-12,13,CONDOS ,12,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1158,Residential," 255 EAST 74 STREET, 20A                   ",10021,1,0,1,0,2328,2007,2,Residential,4913056,2009-02-06,13,CONDOS ,6,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1159,Residential," 255 EAST 74 STREET, 20B                   ",10021,1,0,1,0,1554,2007,2,Residential,2943302,2009-01-08,13,CONDOS ,8,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1160,Residential," 255 EAST 74 STREET, 20C                   ",10021,1,0,1,0,2054,2007,2,Residential,3619878,2009-06-26,13,CONDOS ,26,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1161,Residential," 255 EAST 74 STREET, 21A                   ",10021,1,0,1,0,3882,2007,2,Residential,0,2009-08-10,13,CONDOS ,10,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1161,Residential," 255 EAST 74 STREET, 21A                   ",10021,1,0,1,0,3882,2007,2,Residential,8032974,2009-02-09,13,CONDOS ,9,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1162,Residential," 255 EAST 74 STREET, 21C                   ",10021,1,0,1,0,2054,2007,2,Residential,3808255,2009-07-07,13,CONDOS ,7,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1163,Residential," 255 EAST 74 STREET, 22A                   ",10021,1,0,1,0,3493,2007,2,Residential,5905850,2009-09-09,13,CONDOS ,9,9,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1164,Residential," 255 EAST 74 STREET, 22B                   ",10021,1,0,1,0,2487,2007,2,Residential,4475208,2009-01-06,13,CONDOS ,6,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1165,Residential," 255 EAST 74 STREET, 23A                   ",10021,1,0,1,0,3493,2007,2,Residential,6364062,2009-01-16,13,CONDOS ,16,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1166,Residential," 255 EAST 74 STREET, 23B                   ",10021,1,0,1,0,2487,2007,2,Residential,4521030,2009-01-06,13,CONDOS ,6,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1167,Residential," 255 EAST 74 STREET, 24A                   ",10021,1,0,1,0,3493,2007,2,Residential,6211325,2009-12-07,13,CONDOS ,7,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1169,Residential," 255 EAST 74 STREET, 25A                   ",10021,1,0,1,0,3493,2007,2,Residential,6033131,2009-07-15,13,CONDOS ,15,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1170,Residential," 255 EAST 74 STREET, 25B                   ",10021,1,0,1,0,2487,2007,2,Residential,4400000,2009-06-09,13,CONDOS ,9,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1171,Residential," 255 EAST 74 STREET, 26A                   ",10021,1,0,1,0,3493,2007,2,Residential,6715358,2009-01-14,13,CONDOS ,14,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1172,Residential," 255 EAST 74 STREET, 26B                   ",10021,1,0,1,0,2487,2007,2,Residential,4678858,2009-01-28,13,CONDOS ,28,1,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1173,Residential," 255 EAST 74 STREET, 27A                   ",10021,1,0,1,0,3493,2007,2,Residential,6817183,2009-02-03,13,CONDOS ,3,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1174,Residential," 255 EAST 74 STREET, 27B                   ",10021,1,0,1,0,2487,2007,2,Residential,4745045,2009-02-09,13,CONDOS ,9,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1175,Residential," 255 EAST 74 STREET, 28A                   ",10021,1,0,1,0,3493,2007,2,Residential,6919008,2009-03-12,13,CONDOS ,12,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1176,Residential," 255 EAST 74 STREET, 28B                   ",10021,1,0,1,0,2487,2007,2,Residential,5982218,2009-02-26,13,CONDOS ,26,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1429,1178,Residential," 255 EAST 74 STREET, PHB                   ",10021,1,0,1,0,4531,2007,2,Residential,12982687,2009-06-29,13,CONDOS ,29,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1004,Residential," 300 EAST 62 STREET, 303                   ",10065,1,0,1,6749,435,1985,2,Residential,370000,2009-10-21,13,CONDOS ,21,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1010,Residential," 300 EAST 62 STREET, 404                   ",10065,1,0,1,6749,820,1985,2,Residential,735000,2009-05-07,13,CONDOS ,7,5,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1024,Residential," 300 EAST 62 STREET, 703                   ",10065,1,0,1,6749,435,1985,2,Residential,0,2009-11-02,13,CONDOS ,2,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1036,Residential," 300 EAST 62 STREET, 905                   ",10065,1,0,1,6749,405,1985,2,Residential,180000,2009-11-07,13,CONDOS ,7,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1065,Residential," 300 EAST 62 STREET, 1604                  ",10065,1,0,1,6749,820,1985,2,Residential,10,2009-12-15,13,CONDOS ,15,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1077,Residential," 300 EAST 62 STREET, 1901                  ",10065,1,0,1,6749,608,1985,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1078,Residential," 300 EAST 62 STREET, 1902                  ",10065,1,0,1,6749,1595,1985,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1081,Residential," 300 EAST 62 STREET, 2001                  ",10065,1,0,1,6749,683,1985,2,Residential,0,2009-06-03,13,CONDOS ,3,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1089,Residential," 300 EAST 62 STREET, 2301                  ",10065,1,0,1,6749,608,1985,2,Residential,499999,2009-04-23,13,CONDOS ,23,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1101,Residential," 300 EAST 62 STREET, 2701                  ",10065,1,0,1,6749,1500,1985,2,Residential,1400000,2009-08-13,13,CONDOS ,13,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1229,Residential," 350 EAST 62 STREET, 5E                    ",10065,1,0,1,12519,578,1916,2,Residential,455000,2009-04-29,13,CONDOS ,29,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1256,Residential," 350 EAST 62 STREET, 1L                    ",10065,1,0,1,12519,464,1916,2,Residential,0,2009-04-01,13,CONDOS ,1,4,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1436,1288,Residential," 350 EAST 62 STREET, 3S                    ",10065,1,0,1,12519,464,1916,2,Residential,0,2009-11-13,13,CONDOS ,13,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,516,Residential," 340 EAST 64 STREET, 5S                    ",10065,1,0,1,0,1285,2007,2,Residential,0,2009-11-05,13,CONDOS ,5,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,706,Residential," 340 EAST 64 STREET, 7F                    ",10065,1,0,1,0,1016,2007,2,Residential,690000,2009-07-31,13,CONDOS ,31,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,714,Residential," 340 EAST 64 STREET, 7P                    ",10065,1,0,1,0,961,2007,2,Residential,720000,2009-10-08,13,CONDOS ,8,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,804,Residential," 340 EAST 64 STREET, 8D                    ",10065,1,0,1,0,1473,2007,2,Residential,1220000,2009-06-09,13,CONDOS ,9,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,813,Residential," 340 EAST 64 STREET, 8N                    ",10065,1,0,1,0,1479,2007,2,Residential,1204000,2009-10-27,13,CONDOS ,27,10,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,910,Residential," 340 EAST 64 STREET, 9K                    ",10065,1,0,1,0,1423,2007,2,Residential,1337000,2009-06-16,13,CONDOS ,16,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,1009,Residential," 340 EAST 64 STREET, 10J                   ",10065,1,0,1,0,1487,2007,2,Residential,1250000,2009-08-24,13,CONDOS ,24,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,1109,Residential," 340 EAST 64 STREET, 11J                   ",10065,1,0,1,0,1487,2007,2,Residential,700000,2009-08-05,13,CONDOS ,5,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,1114,Residential," 340 EAST 64 STREET, 11P                   ",10065,1,0,1,0,951,2007,2,Residential,750000,2009-07-08,13,CONDOS ,8,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,1115,Residential," 340 EAST 64 STREET, 11R                   ",10065,1,0,1,0,1292,2007,2,Residential,865000,2009-11-19,13,CONDOS ,19,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,1415,Residential," 340 EAST 64 STREET, 14R                   ",10065,1,0,1,0,1277,2007,2,Residential,800000,2009-06-12,13,CONDOS ,12,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,1616,Residential," 340 EAST 64 STREET, 16S                   ",10065,1,0,1,0,1285,2007,2,Residential,1026000,2009-11-24,13,CONDOS ,24,11,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,1708,Residential," 340 EAST 64 STREET, 17H                   ",10065,1,0,1,0,1414,2007,2,Residential,1130000,2009-07-31,13,CONDOS ,31,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,1712,Residential," 340 EAST 64 STREET, 17M                   ",10065,1,0,1,0,1255,2007,2,Residential,975000,2009-07-09,13,CONDOS ,9,7,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,2101,Residential," 340 EAST 64 STREET, 21A                   ",10065,1,0,1,0,915,2007,2,Residential,755000,2009-06-23,13,CONDOS ,23,6,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,3401,Residential," 340 EAST 64 STREET, 34A                   ",10065,1,0,1,0,1571,2007,2,Residential,0,2009-03-04,13,CONDOS ,4,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1438,3402,Residential," 340 EAST 64 STREET, 34B                   ",10065,1,0,1,0,1330,2007,2,Residential,0,2009-03-03,13,CONDOS ,3,3,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1439,1076,Residential," 304 EAST 65 STREET, 31B                   ",10065,1,0,1,0,824,1987,2,Residential,700000,2009-12-09,13,CONDOS ,9,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1439,1116,Residential," 304 EAST 65 STREET, 3D                    ",10065,1,0,1,0,769,1987,2,Residential,0,2009-02-23,13,CONDOS ,23,2,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1439,1129,Residential," 304 EAST 65 STREET, 29D                   ",10065,1,0,1,0,705,1987,2,Residential,750000,2009-12-09,13,CONDOS ,9,12,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1441,1009,Residential,301 EAST 66 STREET                        ,10065,1,0,1,0,945,1956,2,Residential,645000,2009-08-20,13,CONDOS ,20,8,2009
UPPER EAST SIDE ,13  CONDOS - ELEVATOR APARTMENTS,2,1441,1056,Residential,301 EAST 66 STREET                        ,10065,1,0,1,0,690,1956,2,Residential,0,2009-12-20,13,CONDOS ,20,12,2009
