NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,Class_Num,CLASS_CATEGORY,SALE DATE-day,SALE DATE-month,SALE DATE-year
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2284,Residential," 322 WEST 57 STREET, 32R                   ",10019,1,0,1,52866,585,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2285,Residential," 322 WEST 57 STREET, 32S                   ",10019,1,0,1,52866,1014,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2286,Residential," 322 WEST 57 STREET, 32T                   ",10019,1,0,1,52866,1014,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2287,Residential," 322 WEST 57 STREET, 32U                   ",10019,1,0,1,52866,585,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2289,Residential," 322 WEST 57 STREET, 33A                   ",10019,1,0,1,52866,582,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2291,Residential," 322 WEST 57 STREET, 33D                   ",10019,1,0,1,52866,583,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2292,Residential," 322 WEST 57 STREET, 33F1                  ",10019,1,0,1,52866,1168,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2294,Residential," 322 WEST 57 STREET, 33K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2299,Residential," 322 WEST 57 STREET, 33S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2299,Residential," 322 WEST 57 STREET, 33S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,14149200,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2301,Residential," 322 WEST 57 STREET, 33V                   ",10019,1,0,1,52866,657,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2304,Residential," 322 WEST 57 STREET, 34F1                  ",10019,1,0,1,52866,1168,1978,2,Residential,0,2009-12-07,13,CONDOS ,7,12,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2304,Residential," 322 WEST 57 STREET, 34F1                  ",10019,1,0,1,52866,1168,1978,2,Residential,1629200,2009-02-09,13,CONDOS ,9,2,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2306,Residential," 322 WEST 57 STREET, 34K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2308,Residential," 322 WEST 57 STREET, 34P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2308,Residential," 322 WEST 57 STREET, 34P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2310,Residential," 322 WEST 57 STREET, 34S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2312,Residential," 322 WEST 57 STREET, 34V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2312,Residential," 322 WEST 57 STREET, 34V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2316,Residential," 322 WEST 57 STREET, 35G                   ",10019,1,0,1,52866,757,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2318,Residential," 322 WEST 57 STREET, 35K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2320,Residential," 322 WEST 57 STREET, 35P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2320,Residential," 322 WEST 57 STREET, 35P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2322,Residential," 322 WEST 57 STREET, 35S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2324,Residential," 322 WEST 57 STREET, 35V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2325,Residential," 322 WEST 57 STREET, 36B1                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2326,Residential," 322 WEST 57 STREET, 36D1                  ",10019,1,0,1,52866,1350,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2327,Residential," 322 WEST 57 STREET, 36F1                  ",10019,1,0,1,52866,1168,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2328,Residential," 322 WEST 57 STREET, 36K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2329,Residential," 322 WEST 57 STREET, 36M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2331,Residential," 322 WEST 57 STREET, 36P                   ",10019,1,0,1,52866,580,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2332,Residential," 322 WEST 57 STREET, 36Q                   ",10019,1,0,1,52866,608,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2333,Residential," 322 WEST 57 STREET, 36R                   ",10019,1,0,1,52866,585,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2334,Residential," 322 WEST 57 STREET, 36U                   ",10019,1,0,1,52866,585,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2335,Residential," 322 WEST 57 STREET, 36V                   ",10019,1,0,1,52866,657,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2336,Residential," 322 WEST 57 STREET, 37B1                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2339,Residential," 322 WEST 57 STREET, 37G                   ",10019,1,0,1,52866,757,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2341,Residential," 322 WEST 57 STREET, 37K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2343,Residential," 322 WEST 57 STREET, 37M                   ",10019,1,0,1,52866,800,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2348,Residential," 322 WEST 57 STREET, 37U                   ",10019,1,0,1,52866,585,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2355,Residential," 322 WEST 57 STREET, 38K                   ",10019,1,0,1,52866,624,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2357,Residential," 322 WEST 57 STREET, 38P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2358,Residential," 322 WEST 57 STREET, 38Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2359,Residential," 322 WEST 57 STREET, 38R                   ",10019,1,0,1,52866,585,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2363,Residential," 322 WEST 57 STREET, 39A                   ",10019,1,0,1,52866,582,1978,2,Residential,0,2009-01-30,13,CONDOS ,30,1,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2364,Residential," 322 WEST 57 STREET, 39B                   ",10019,1,0,1,52866,764,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2368,Residential," 322 WEST 57 STREET, 39K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2371,Residential," 322 WEST 57 STREET, 39Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2371,Residential," 322 WEST 57 STREET, 39Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2372,Residential," 322 WEST 57 STREET, 39S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2373,Residential," 322 WEST 57 STREET, 39T                   ",10019,1,0,1,52866,1014,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2374,Residential," 322 WEST 57 STREET, 39U                   ",10019,1,0,1,52866,585,1978,2,Residential,936790,2009-01-20,13,CONDOS ,20,1,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2375,Residential," 322 WEST 57 STREET, 39V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2375,Residential," 322 WEST 57 STREET, 39V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2378,Residential," 322 WEST 57 STREET, 40D                   ",10019,1,0,1,52866,667,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2382,Residential," 322 WEST 57 STREET, 40K                   ",10019,1,0,1,52866,624,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2384,Residential," 322 WEST 57 STREET, 40P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2384,Residential," 322 WEST 57 STREET, 40P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2386,Residential," 322 WEST 57 STREET, 40U2                  ",10019,1,0,1,52866,3417,1978,2,Residential,0,2009-02-05,13,CONDOS ,5,2,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2387,Residential," 322 WEST 57 STREET, 40V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2388,Residential," 322 WEST 57 STREET, 41B3                  ",10019,1,0,1,52866,2049,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2390,Residential," 322 WEST 57 STREET, 41E                   ",10019,1,0,1,52866,661,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2390,Residential," 322 WEST 57 STREET, 41E                   ",10019,1,0,1,52866,661,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2391,Residential," 322 WEST 57 STREET, 41F                   ",10019,1,0,1,52866,572,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2392,Residential," 322 WEST 57 STREET, 41G                   ",10019,1,0,1,52866,757,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2394,Residential," 322 WEST 57 STREET, 41K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2395,Residential," 322 WEST 57 STREET, 41M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2395,Residential," 322 WEST 57 STREET, 41M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2396,Residential," 322 WEST 57 STREET, 41P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2396,Residential," 322 WEST 57 STREET, 41P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2398,Residential," 322 WEST 57 STREET, 41S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2403,Residential," 322 WEST 57 STREET, 42D                   ",10019,1,0,1,52866,667,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2404,Residential," 322 WEST 57 STREET, 42E                   ",10019,1,0,1,52866,661,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2405,Residential," 322 WEST 57 STREET, 42F                   ",10019,1,0,1,52866,572,1978,2,Residential,840056,2009-01-20,13,CONDOS ,20,1,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2407,Residential," 322 WEST 57 STREET, 42H2                  ",10019,1,0,1,52866,1588,1978,2,Residential,3436593,2009-01-20,13,CONDOS ,20,1,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2408,Residential," 322 WEST 57 STREET, 42K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2410,Residential," 322 WEST 57 STREET, 42N                   ",10019,1,0,1,52866,818,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2411,Residential," 322 WEST 57 STREET, 42P                   ",10019,1,0,1,52866,580,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2412,Residential," 322 WEST 57 STREET, 42Q                   ",10019,1,0,1,52866,608,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2413,Residential," 322 WEST 57 STREET, 42S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2414,Residential," 322 WEST 57 STREET, 42U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2416,Residential," 322 WEST 57 STREET, 43B2                  ",10019,1,0,1,52866,1342,1978,2,Residential,2749275,2009-01-09,13,CONDOS ,9,1,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2417,Residential," 322 WEST 57 STREET, 43C                   ",10019,1,0,1,52866,760,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2418,Residential," 322 WEST 57 STREET, 43D                   ",10019,1,0,1,52866,667,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2419,Residential," 322 WEST 57 STREET, 43F2                  ",10019,1,0,1,52866,1228,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2420,Residential," 322 WEST 57 STREET, 43H1                  ",10019,1,0,1,52866,1647,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2421,Residential," 322 WEST 57 STREET, 43K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2422,Residential," 322 WEST 57 STREET, 43M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2423,Residential," 322 WEST 57 STREET, 43N                   ",10019,1,0,1,52866,796,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2424,Residential," 322 WEST 57 STREET, 43P                   ",10019,1,0,1,52866,569,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2425,Residential," 322 WEST 57 STREET, 43Q                   ",10019,1,0,1,52866,608,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2426,Residential," 322 WEST 57 STREET, 43S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2427,Residential," 322 WEST 57 STREET, 43U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2428,Residential," 322 WEST 57 STREET, 43V                   ",10019,1,0,1,52866,615,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2429,Residential," 322 WEST 57 STREET, 44B1                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2430,Residential," 322 WEST 57 STREET, 44D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2431,Residential," 322 WEST 57 STREET, 44F2                  ",10019,1,0,1,52866,1228,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2433,Residential," 322 WEST 57 STREET, 44K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2435,Residential," 322 WEST 57 STREET, 44P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2436,Residential," 322 WEST 57 STREET, 44Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2438,Residential," 322 WEST 57 STREET, 44U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2440,Residential," 322 WEST 57 STREET, 45B3                  ",10019,1,0,1,52866,2049,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2442,Residential," 322 WEST 57 STREET, 45F2                  ",10019,1,0,1,52866,1228,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2444,Residential," 322 WEST 57 STREET, 45K1                  ",10019,1,0,1,52866,1196,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2445,Residential," 322 WEST 57 STREET, 45M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2446,Residential," 322 WEST 57 STREET, 45P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2447,Residential," 322 WEST 57 STREET, 45Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2448,Residential," 322 WEST 57 STREET, 45S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2451,Residential," 322 WEST 57 STREET, 46B1                  ",10019,1,0,1,52866,1434,1978,2,Residential,2392887,2009-01-16,13,CONDOS ,16,1,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2452,Residential," 322 WEST 57 STREET, 46D2                  ",10019,1,0,1,52866,1434,1978,2,Residential,2392887,2009-01-16,13,CONDOS ,16,1,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2453,Residential," 322 WEST 57 STREET, 46E                   ",10019,1,0,1,52866,661,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2456,Residential," 322 WEST 57 STREET, 46J                   ",10019,1,0,1,52866,571,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2457,Residential," 322 WEST 57 STREET, 46K                   ",10019,1,0,1,52866,624,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2458,Residential," 322 WEST 57 STREET, 46M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2458,Residential," 322 WEST 57 STREET, 46M1                  ",10019,1,0,1,52866,1355,1978,2,Residential,0,2009-07-21,13,CONDOS ,21,7,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2459,Residential," 322 WEST 57 STREET, 46P1                  ",10019,1,0,1,52866,1179,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2460,Residential," 322 WEST 57 STREET, 46Q1                  ",10019,1,0,1,52866,875,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2461,Residential," 322 WEST 57 STREET, 46S1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1047,2462,Residential," 322 WEST 57 STREET, 46U1                  ",10019,1,0,1,52866,1599,1978,2,Residential,0,2009-08-06,13,CONDOS ,6,8,2009
